Date,Data collector,treatment,Plot ID,Column,Row,Species ID,region,Province Info,Mortality Status,Height(cm),Width1 (cm) (widest diameter),Width2 (cm) (perpendicular to W1 measurement),Canopy (avg),Area (m2),biomass_kg/m2,Notes,mort_status,,,southern species,code,Scientific Name,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,I,6,ARCA,central,,A,100,139,123,1.31,1.3478,2.4260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,I,7,STPU,central,SD,A,45,155,138,1.465,1.6856,1.3653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,I,8,STPU,central,SB,A,10,17,16,0.165,0.0214,0.0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,I,9,ATLE,central,,A,56,75,54,0.645,0.3267,0.3293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,J,1,LECO,central,,A,67,65,69,0.67,0.3526,0.4252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,J,2,LECO,central,,A,60,123,44,0.835,0.5476,0.5914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,J,3,ENCA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,J,4,N/A,,,,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,J,5,BEEM,south,,A,10,14,10.5,0.1225,0.0118,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,J,6,AGSH,central,,A,19,24,21,0.225,0.0398,0.0136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,J,7,STPU,central,IRV,A,65,58,48,0.53,0.2206,0.2581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,J,8,SPAM,south,,A,64,78,49,0.635,0.3167,0.3648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,J,9,BAPI,central,,A,73,80,62,0.71,0.3959,0.5202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,K,1,SAAP,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,K,2,ENCA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,K,3,ENCA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,K,4,LYCA,south,,A,19,23,22,0.225,0.0398,0.0136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,K,5,BRCA,central,,A,40,32,26,0.29,0.0661,0.0476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,K,6,HEWH,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,K,7,LYCA,south,,A,30,37,24,0.305,0.0731,0.0395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,K,8,SPAM,south,,A,85,76,73,0.745,0.4359,0.6669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,K,9,LYCA,south,,A,20,39,18,0.285,0.0638,0.0230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,L,1,SAAP,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,L,2,BAPI,central,,A,80,62,41,0.515,0.2083,0.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,L,3,AGSH,south,,A,12,21,19,0.2,0.0314,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,L,4,LYCA,south,,A,30,30,19,0.245,0.0471,0.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,L,5,SODO,central,,A,74,175,144,1.595,1.9980,2.6614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,L,6,BAPI,central,,A,88,74,57,0.655,0.3369,0.5337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,L,7,PEAR,south,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,L,8,BOBA,central,,A,43,34,31,0.325,0.0830,0.0642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,L,9,N/A,,,,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,M,1,ACGL,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,M,2,HEWH,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,M,3,ISME,central,,A,63,71,71,0.71,0.3959,0.4490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,M,4,N/A,,,,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,M,5,BOBA,central,,A,54,60,48,0.54,0.2290,0.2226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,M,6,STPU,central,,A,16,37,32,0.345,0.0935,0.0269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,M,7,PEAR,south,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,M,8,ARCA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,M,9,BRCA,central,,A,42,34,32,0.33,0.0855,0.0647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,N,1,ACGL,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,N,2,ACGL,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,N,3,ISME,central,,A,46,81,42,0.615,0.2970,0.2460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,N,4,AMFR,south,,A,81,95,89,0.92,0.6647,0.9692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,N,5,STPU,central,,A,13,44,19,0.315,0.0779,0.0182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,N,6,STPU,central,,A,30,75,40,0.575,0.2597,0.1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,N,7,STPU,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,N,8,LECO,central,,A,60,113,76,0.945,0.7014,0.7575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,N,9,LECO,central,,A,62,64,54,0.59,0.2734,0.3051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,O,1,BRCA,central,,D,29,21,19,0.2,0.0314,0.0164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,O,2,ARCA,central,,A,70,90,71,0.805,0.5089,0.6413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,O,3,STPU,central,,A,18,40,37,0.385,0.1164,0.0377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,O,4,ERFA,central,,A,40,32,31,0.315,0.0779,0.0561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,O,5,ERFA,central,,A,39,51,42,0.465,0.1698,0.1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,O,6,STPU,central,,A,52,59,41,0.5,0.1963,0.1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,O,7,ENCA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,O,8,ENCA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,O,9,SODO,central,,A,79,159,127,1.43,1.6060,2.2838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,P,1,STPU,central,IRV,A,29,60,57,0.585,0.2688,0.1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,P,2,HEWH,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,P,3,STPU,central,,A,19,42,33,0.375,0.1104,0.0378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,P,4,BEEM,south,,A,15.5,6,5,0.055,0.0024,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,P,5,BEEM,south,,A,16,12,6,0.09,0.0064,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,P,6,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,P,7,HEWH,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,P,8,BRCA,central,,A,34,41,32,0.365,0.1046,0.0640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,P,9,SAAP,central,,A,22,27,21,0.24,0.0452,0.0179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,Q,1,STPU,central,SB,A,37,53,46,0.495,0.1924,0.1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,Q,2,STPU,central,SD,A,58,76,46,0.61,0.2922,0.3051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,Q,3,AGSH,south,,A,16,18,15,0.165,0.0214,0.0062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,Q,4,LYCA,south,,A,37,27,14,0.205,0.0330,0.0220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,Q,5,N/A,,,,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,Q,6,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,Q,7,AGSH,south,,A,15,25,21,0.23,0.0415,0.0112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,Q,8,LYCA,south,,A,21,26,12,0.19,0.0284,0.0107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,Q,9,SAAP,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,R,1,LEGI,central,,A,39,61,57,0.59,0.2734,0.1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,R,2,ISME,central,,A,51,62,51,0.565,0.2507,0.2302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,R,3,ARCA,central,,A,45,48,32,0.4,0.1257,0.1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,R,4,ATLE,central,,A,44,64,39,0.515,0.2083,0.1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,R,5,GRCA,central,,A,82,138,119,1.285,1.2968,1.9141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,R,6,GRCA,central,,A,69,114,84,0.99,0.7697,0.9560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,R,7,RHIN,central,,A,22,26,14,0.2,0.0314,0.0124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,R,8,ISME,central,,A,51,54,49,0.515,0.2083,0.1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,R,9,STPU,central,,A,15,36,32,0.34,0.0908,0.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,S,1,BAPI,central,,A,68,86,68,0.77,0.4656,0.5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,S,2,BOBA,central,,A,68,88,76,0.82,0.5281,0.6464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,S,3,STPU,central,,A,45,50,59,0.545,0.2333,0.1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,S,4,STPU,central,,A,9,15,12,0.135,0.0143,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,S,5,SPAM,south,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,S,6,SPAM,south,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,S,7,RHIN,central,,A,23,21,14.5,0.1775,0.0247,0.0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,S,8,RHIN,central,,A,23,23,14.5,0.1875,0.0276,0.0114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd,mulch,E,S,9,BAPI,central,,A,42,52,40,0.46,0.1662,0.1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,A,1,BAPI,central,,A,81,74,57,0.655,0.3369,0.4913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,A,2,LYCA,south,,A,39,44,17,0.305,0.0731,0.0513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,A,3,GRCA,central,,A,96,171,103,1.37,1.4741,2.5472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,A,4,STPU,central,SD,A,111,153,140,1.465,1.6856,3.3678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,A,5,STPU,central,IRV,A,113,118,80,0.99,0.7697,1.5657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,A,6,ARCA,central,,A,58,74,64,0.69,0.3739,0.3904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,A,7,EMPTY,,,,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,A,8,LYCA,south,,A,30,36,26,0.31,0.0755,0.0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,A,9,BAPI,central,,A,79,59,38,0.485,0.1847,0.2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,B,1,PEAR,south,,A,51,33,14,0.235,0.0434,0.0398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,B,2,PEAR,south,,A,58,36.5,28,0.3225,0.0817,0.0853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,B,3,GRCA,central,,D,63,28,5.5,0.1675,0.0220,0.0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,B,4,STPU,central,SB,A,102,100,97,0.985,0.7620,1.3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,B,5,EMPTY,,,,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,B,6,LEGI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,B,7,BRCA,central,,A,48,23,20,0.215,0.0363,0.0314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,B,8,SAAP,central,,A,115,65,66,0.655,0.3369,0.6975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,B,9,ISME,central,,A,64,100,71,0.855,0.5741,0.6614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,C,1,SPAM,central,,A,81,72,59,0.655,0.3369,0.4913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,C,2,SPAM,south,,A,102,120,77,0.985,0.7620,1.3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,C,3,BOBA,south,,A,108,80,75,0.775,0.4717,0.9170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,C,4,ENCA,central,,A,52,58,43,0.505,0.2003,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,C,5,ENCA,central,,A,64,120,103,1.115,0.9764,1.1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,C,6,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,C,7,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,C,8,SAAP,central,,A,115,65,66,0.655,0.3369,0.6975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,C,9,ISME,central,,A,69,100,71,0.855,0.5741,0.7131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,D,1,EMPTY,,,,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,D,2,HEWH,central,,A,15,22,16,0.19,0.0284,0.0077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,D,3,ARCA,central,,A,75,71,60,0.655,0.3369,0.4549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,D,4,BAPI,central,,A,49,51,42,0.465,0.1698,0.1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,D,5,LYCA,south,,A,32,19,14,0.165,0.0214,0.0123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,D,6,HEWH,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,D,7,EMPTY,,,,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,D,8,ACGL,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,D,9,ACGL,central,,A,60,115,113,1.14,1.0207,1.1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,E,1,ISME,central,,A,85,71,48,0.595,0.2780,0.4254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,E,2,ISME,central,,A,89,102,84,0.93,0.6793,1.0882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,E,3,AGSH,south,,A,21,22,17,0.195,0.0299,0.0113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,E,4,STPU,central,,A,104,98,69,0.835,0.5476,1.0251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,E,5,BEEM,south,,A,12,5,5,0.05,0.0020,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,E,6,BEEM,south,,A,13,6.5,6,0.0625,0.0031,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,E,7,ATLE,central,,A,47,38,39,0.385,0.1164,0.0985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,E,8,ACGL,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,E,9,SPAM,south,,A,25,27,10,0.185,0.0269,0.0121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,F,1,LECO,central,,A,161,161,77,1.19,1.1122,3.2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,F,2,ARCA,central,,A,70,88,63,0.755,0.4477,0.5641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,F,3,STPU,central,,A,95,45,23,0.34,0.0908,0.1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,F,4,STPU,central,,D,21,59,12,0.355,0.0990,0.0374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,F,5,AMFR,south,,A,55,58,28,0.43,0.1452,0.1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,F,6,SODO,central,,A,68,174,108,1.41,1.5614,1.9112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,F,7,AGSH,south,,A,16,22,18,0.2,0.0314,0.0090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,F,8,LYCA,south,,A,19,22,12,0.17,0.0227,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,F,9,SPAM,south,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,G,1,LECO,central,,A,107,100,62,0.81,0.5153,0.9924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,G,2,LECO,central,,A,84,67,51,0.59,0.2734,0.4134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,G,3,BOBA,central,,A,75,73,54,0.635,0.3167,0.4275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,G,4,PEAR,south,,A,45,31,28,0.295,0.0683,0.0554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,G,5,PEAR,south,,A,35,35,18,0.265,0.0552,0.0347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,G,6,EPCA,central,SD,A,56,111,100,1.055,0.8741,0.8811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,G,7,BAPI,central,,A,94,68,64,0.66,0.3421,0.5788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,G,8,EMPTY,,,,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,G,9,BRCA,central,,A,30,23.5,15,0.1925,0.0291,0.0157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,H,1,ERFA,central,,A,226,6,41,0.235,0.0434,0.1764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,H,2,EMPTY,,,,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,H,3,BAPI,central,,A,72,63,47,0.55,0.2376,0.3079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,H,4,SODO,central,,A,91,157,133,1.45,1.6513,2.7047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,C. Shepherd & K. Etter,tarp,F,H,5,CAMA,central,,A,69,100,85,0.925,0.6720,0.8346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
